objid,ra,dec,petroR90_g,group,hubble
587722981750407198,203.56332367,-1.08050765,3.987909,valid,E5
587722983356170385,192.46496755,0.19823401,6.089238,train,E5
587722983904248107,218.14441818,0.45553806,5.728609,test,E5
587724648187429000,189.46317952,-3.50367375,6.844199,test,E5
587724649258025053,182.20864738,-2.62905298,5.43929,test,E5
587724649262809211,193.21243826,-2.57291031,5.216707,test,E5
587724650329210973,176.48774625,-1.69909514,7.907132,train,E5
587725040098803941,195.78412965,-2.70805874,4.121767,train,E5
587725469057351833,127.53200043,47.92606738,7.736198,train,E5
587725469059973260,133.76447068,52.28908352,6.30979,train,E5
587725491598393581,257.56425654,60.48389199,6.976766,train,E5
587725552270246016,121.5181129,48.18845867,3.865746,valid,E5
587725552275619937,134.59149368,57.68498209,5.796597,train,E5
587725575889748256,261.56233281,56.75933252,5.38743,train,E5
587725576423276569,258.08204416,64.29890036,4.051168,train,E5
587725589845115201,258.73852602,64.00946375,7.254745,train,E5
587725589848981587,263.18518987,55.5324811,7.668539,train,E5
587725816426332377,239.18104169,53.16641713,6.614223,train,E5
587725818563330068,198.40703117,67.68737953,4.283976,test,E5
587726015087182073,221.74436153,1.83982207,8.826683,train,E5
587726016156074191,210.65235588,3.01185185,5.028451,valid,E5
587726031170699410,170.63197742,1.30026218,6.062807,train,E5
587726031706063005,167.22041687,1.73472294,5.35486,train,E5
587726032235200524,149.42264413,1.76448978,4.400632,train,E5
587726032248897622,180.7393906,2.13529673,7.779128,train,E5
587726032256827584,198.9542382,2.07906023,6.48805,test,E5
587726032777052304,160.8410436,2.31082761,8.021232,train,E5
587726033341251790,223.34057927,2.47318372,8.322583,test,E5
587726033853284486,166.53998837,3.29707934,8.829414,test,E5
587726099873464481,214.98898251,3.27101605,6.94331,train,E5
587726100412891352,220.93144083,3.21706632,6.013118,valid,E5
587726100418920744,234.63518945,2.43917426,3.797102,train,E5
587726100420624612,238.50850507,2.31625749,9.398035,test,E5
587726101485584547,218.49138171,4.30142039,7.370737,valid,E5
587726102556967013,213.09537222,5.43064397,6.900419,train,E5
587728310173106256,161.66780293,3.38695379,6.163373,train,E5
587728666115506467,122.44780666,42.32993691,4.872743,train,E5
587728879802122421,151.17113421,3.88674896,6.034731,valid,E5
587728880871276703,140.56580982,4.08263685,4.86119,test,E5
587728880879599851,159.75206757,5.14427142,5.143643,valid,E5
587728930272510110,144.78561659,51.88045809,6.252434,train,E5
587728930803941549,130.18293528,44.10505422,6.751086,test,E5
587729155208904823,183.41128884,65.37819351,5.208239,train,E5
587729158440353822,219.41610515,3.53775597,4.164023,test,E5
587729159503741181,195.82642815,5.13400636,5.796463,train,E5
587729159513506015,218.20780049,4.53197728,4.921596,train,E5
587729228225708237,240.22224211,54.3330569,6.589298,test,E5
587729231442936120,250.57653594,43.72001323,5.42159,train,E5
587729231443132670,250.70961631,43.34663622,6.297014,valid,E5
587729386602561635,134.99081397,47.66872581,4.452958,train,E5
587729387150180458,171.95816869,59.40345627,8.200854,valid,E5
587729387150901398,175.0805518,59.70227093,7.149117,train,E5
587729387156930737,202.34531674,59.02035222,4.241782,train,E5
587729387685347444,164.3184495,58.84158733,5.228355,train,E5
587729409683751095,240.00028818,52.37912675,6.296889,test,E5
587729752204771504,245.45249702,43.64000108,6.813326,train,E5
587729752746950698,255.1560334,34.12885382,4.174596,valid,E5
587729773681574172,205.00170912,-2.30964837,7.230663,test,E5
587729774219886732,208.21017709,-1.74736247,5.737979,train,E5
587729777986634046,227.09133829,-1.55658819,3.585105,train,E5
587729778517475519,213.19785982,-1.38553171,6.365965,train,E5
587729778524356913,228.94738181,-0.96556944,6.012498,train,E5
587729970182946865,232.37797556,-2.46875879,7.101298,valid,E5
587730022254903458,219.92316042,5.93218806,6.198328,valid,E5
587730023330414829,224.09933908,6.45713886,7.304933,train,E5
587731185654432041,331.23307663,-0.59762816,10.482184,test,E5
587731512618516618,47.8915813,-0.10087742,5.623703,test,E5
587731521733853505,115.93055699,27.16455416,6.749778,valid,E5
587731522276032720,125.13170272,36.45745257,4.696523,train,E5
587731522822275125,148.11897726,50.00227698,4.591793,train,E5
587731680111689877,119.54710679,30.50452499,7.095732,train,E5
587731869096476813,177.01836908,54.57170462,5.735329,test,E5
587731869097918567,182.7297827,54.91969316,5.953162,train,E5
587731874457125245,114.78192041,29.07972846,6.667953,valid,E5
587731886814789709,134.69340449,45.26562609,5.097351,valid,E5
587731890039619780,173.24494045,56.47770411,5.74437,test,E5
587731891649052858,167.87295702,57.00055693,10.269025,train,E5
587731892189134983,181.40067075,58.55076,5.254764,test,E5
587732050556682334,143.0256702,50.41208495,6.866225,test,E5
587732054315499831,129.12056264,36.6468079,4.982689,train,E5
587732134304350321,156.2404792,47.75376355,12.429398,train,E5
587732134315950208,197.18940951,50.84406448,6.142601,valid,E5
587732135919616056,171.54974981,51.96316908,5.451433,test,E5
587732471461904635,130.0009205,34.90945932,4.728738,test,E5
587732483301703876,231.70257658,39.01074921,5.791686,valid,E5
587732484362010770,190.9880103,50.65481109,5.240171,train,E5
587732484897439963,185.76014802,51.08850754,5.716227,train,E5
587732576700858441,163.86964761,5.92480968,6.567639,train,E5
587732577775583436,166.14898024,6.8805102,6.534363,valid,E5
587732590105264234,183.75062019,59.50117271,5.655105,train,E5
587732590109655218,202.93813856,58.18687635,6.674585,valid,E5
587732771052781668,176.1288093,9.57828337,5.931001,valid,E5
587732771591553135,180.50647549,10.1349841,6.026457,test,E5
587732772125147318,172.95760674,10.31438543,4.037879,train,E5
587732772666933400,184.40518025,10.89704187,4.967624,train,E5
587733079735271611,169.4537138,53.21540559,7.318719,train,E5
587733081346801827,172.44825304,54.77517044,6.916896,valid,E5
587733197844644022,196.20488502,55.71800919,6.910426,test,E5
587733397571043509,240.89594278,37.71280139,7.594809,train,E5
587733399190700408,258.23758154,23.25746299,6.873867,train,E5
587733399711645844,225.19964604,48.60755346,7.854602,train,E5
587733411526082777,232.76624779,44.27316327,4.251703,train,E5
587733411531522370,244.87262967,35.95053847,6.238443,train,E5
587733412065312821,238.75523392,41.26968291,5.623071,valid,E5
587733603184410819,222.19751418,52.87137385,5.405631,valid,E5
587733604256448643,217.13377118,55.53766129,5.567876,train,E5
587733604795940983,226.20086561,52.75547839,6.586222,train,E5
587733610161701079,242.78684551,44.17271383,5.69364,train,E5
587734623789056117,154.76818005,44.44422787,6.60588,train,E5
587734862147223664,155.98083845,8.29772522,6.440178,test,E5
587734863216509110,145.60762332,8.07738324,4.318063,train,E5
587734891677483097,175.62734103,8.86757633,6.495236,valid,E5
587734893294125220,189.63404168,10.37652962,16.431665,train,E5
587734948593533134,156.27978828,10.62807962,6.222829,train,E5
587734949120573655,133.5981261,7.92620486,5.787175,valid,E5
587734949125947619,146.00167738,9.80569485,5.52893,train,E5
587734949659607227,138.42541705,9.29653494,4.736952,train,E5
587734950196609171,138.75046072,9.5672682,8.278312,valid,E5
587735044149215364,128.5529479,29.70857751,4.046404,train,E5
587735236881744174,121.18476428,24.11606747,7.028141,train,E5
587735236883054792,123.64683325,26.10632339,6.939497,valid,E5
587735240107884695,148.11836961,38.02096355,5.047721,train,E5
587735342653833337,148.13556491,9.17159223,5.156048,valid,E5
587735347491504320,161.66088855,13.15794628,5.585586,test,E5
587735348032241795,170.64424046,14.22221243,4.494491,train,E5
587735348565573817,162.39962994,13.93378567,4.843352,train,E5
587735349637218484,157.34392252,14.31627586,7.936722,test,E5
587735429078450334,190.83155275,49.14134609,5.502581,test,E5
587735662085996648,149.77090601,36.84818219,6.876599,test,E5
587735665303355523,202.50796897,55.68014334,4.019195,train,E5
587735665314103467,236.21411985,43.69747011,5.629748,test,E5
587735665322164629,252.34557838,30.38934692,6.72436,train,E5
587735665841013032,205.91358906,55.63151727,4.559922,valid,E5
587735666385682594,231.75039497,47.55782969,6.841892,train,E5
587735696980312176,183.64887123,58.10758359,7.920335,train,E5
587735697526161545,219.54607804,53.46253744,8.086828,train,E5
587735743155667247,245.7821982,27.83068527,4.919378,valid,E5
587736478129127693,220.22838113,10.41602634,5.686191,train,E5
587736478132076809,226.99013166,9.56785017,7.079506,test,E5
587736478672879941,236.01263132,8.48727018,6.545126,valid,E5
587736541490839818,236.74362034,5.45984084,4.407234,train,E5
587736542024565119,229.70251766,6.72219415,5.492222,valid,E5
587736543630590128,219.22802702,9.33845442,3.922187,train,E5
587736545237139594,224.58146611,4.91438576,4.981636,train,E5
587736546311012652,224.98398387,5.75563775,4.900842,train,E5
587736585507176824,229.83951569,33.2478224,5.629772,valid,E5
587736619326177581,243.31645083,25.66239226,4.449552,train,E5
587736620395004196,233.05440044,32.35460571,9.71805,train,E5
587736802933473419,192.37181929,13.75802963,6.715643,valid,E5
587736808307294404,220.87789241,11.94465179,9.657788,train,E5
587736808846131395,225.46786784,11.62734345,4.038958,valid,E5
587736809914237074,212.59250028,14.34038103,4.05052,train,E5
587736809919414439,224.53167056,12.57651868,4.100378,train,E5
587736813668270298,228.4773457,11.4739366,6.372607,train,E5
587736915685736583,236.17109514,9.51800633,9.402514,valid,E5
587736921044943156,245.29531325,27.21493028,6.681323,train,E5
587736963459645571,220.76651899,32.03973811,4.959349,train,E5
587736964532076739,217.89369447,33.86031172,5.59043,train,E5
587737825675772134,121.44031716,49.73387815,5.226532,train,E5
587737826208252314,113.68171849,41.31722139,4.892336,valid,E5
587738065657135332,121.36887225,52.68087607,3.726958,test,E5
587738065658380515,123.81771889,55.09963833,6.614463,valid,E5
