objid,ra,dec,petroR90_g,group,hubble
587722981746671830,195.01043765,-1.21633969,4.315583,train,E4
587722981747982424,197.99812441,-1.13506563,6.987568,train,E4
587722982284460285,197.23067521,-0.69870633,3.888007,train,E4
587722982285836514,200.33785512,-0.71122246,5.535733,train,E4
587722982285901983,200.39984599,-0.69846622,4.995341,test,E4
587722982290686147,211.35071143,-0.79290845,4.105525,train,E4
587722982293176482,217.03262029,-0.66841606,4.948188,train,E4
587722982819037412,191.97024476,-0.22505724,6.953532,train,E4
587722982819627098,193.21424619,-0.32180765,4.485514,valid,E4
587722982824607918,204.60739423,-0.4125972,4.235025,test,E4
587722982827491448,211.17041251,-0.41306738,6.864597,train,E4
587722982830506274,218.09195955,-0.22670848,5.58057,train,E4
587722982836142432,230.95007917,-0.28380012,3.969602,valid,E4
587722983355777191,191.59730473,0.18098332,4.471951,train,E4
587722983355908235,191.90821823,0.05749469,4.351756,train,E4
587722983358464177,197.72734411,0.06396408,6.74188,train,E4
587722983362199637,206.30194778,0.10811098,5.50649,test,E4
587722983364427884,211.39752146,0.18498435,6.073931,test,E4
587722983371637018,227.77346932,0.01393368,7.638063,test,E4
587722983373799842,232.82286026,0.15903658,3.770951,valid,E4
587722983898611918,205.20973135,0.51819566,4.694516,train,E4
587722983900577997,209.76695511,0.47192177,3.445092,train,E4
587722983906738524,223.80512242,0.60870288,5.842936,valid,E4
587722983910015277,231.2239548,0.44698126,4.349093,valid,E4
587722984437776555,210.50853749,0.99322828,4.507531,valid,E4
587722984441708740,219.39272331,0.91937971,4.631966,train,E4
587724648189263986,193.61884973,-3.43625811,3.28846,train,E4
587724648720564388,180.93109631,-3.07211746,12.706598,train,E4
587724648720826540,181.4712842,-2.98070899,4.498466,train,E4
587724648721612934,183.26956662,-3.03994167,5.280441,train,E4
587724648722858133,186.11124136,-2.9611569,6.420153,train,E4
587724648724168865,189.18217496,-3.02087717,7.925385,train,E4
587724648724430987,189.71177887,-3.00424726,5.434133,train,E4
587724648725676185,192.58023207,-2.94718841,5.03573,test,E4
587724648727183490,196.03182212,-2.9112549,8.380275,test,E4
587724648729149630,200.56723503,-2.92050984,8.137733,valid,E4
587724649255010372,175.36018019,-2.49654471,9.794621,valid,E4
587724649258352826,183.02960157,-2.67352139,4.576526,train,E4
587724649798566045,190.63299319,-2.25621616,5.95627,train,E4
587724650328948898,175.82106147,-1.64417448,4.974406,train,E4
587724650338320494,197.21721584,-1.68160227,4.738305,train,E4
587724650863984770,171.64164985,-1.27933625,3.729213,test,E4
587724650865557592,175.28584705,-1.2648007,5.049341,train,E4
587724650873749659,193.96777284,-1.30472375,5.716447,train,E4
587725039015362706,173.58811422,-3.61728947,7.74208,train,E4
587725039024930963,195.47358477,-3.53021196,5.69547,valid,E4
587725039553675402,176.83767222,-3.22552971,4.883235,train,E4
587725040089170103,173.7536278,-2.6760798,4.093423,test,E4
587725040094216329,185.23746843,-2.74491799,3.950912,valid,E4
587725040098082972,194.09160429,-2.78842044,9.96199,train,E4
587725041162387586,172.57913247,-1.84871128,5.884915,train,E4
587725041163894923,175.94402661,-1.89711427,6.361457,train,E4
587725041163960422,176.09724811,-1.85128766,12.496717,valid,E4
587725041163960492,176.12770646,-2.01206968,6.450544,valid,E4
587725041165074661,178.74938623,-2.0371415,7.242482,test,E4
587725041170448587,191.01045875,-2.00408119,6.227663,test,E4
587725041699258539,172.58085643,-1.41943401,4.937409,train,E4
587725074455855381,140.68724345,-0.3488322,15.304221,train,E4
587725074459001057,147.9034719,-0.31776449,4.609824,train,E4
587725075530514611,142.82852831,0.56515274,8.099306,train,E4
587725469055844647,124.35605292,45.25354063,5.350262,test,E4
587725469061415051,137.84129748,54.54592259,3.034105,train,E4
587725469062332562,140.7019265,55.98964253,5.563085,train,E4
587725469591142633,120.85515379,42.5797626,5.509033,train,E4
587725470126244244,117.46467596,39.52789555,4.803725,train,E4
587725470135746710,138.53556335,56.09095437,5.061935,valid,E4
587725471207522547,131.94866179,53.65099413,6.239047,train,E4
587725472808501415,158.36970812,61.26786239,6.068092,test,E4
587725474417017022,148.53426023,60.05241468,5.148118,train,E4
587725475492790373,156.13231296,63.01523487,5.024223,train,E4
587725491062833441,258.69772175,57.44775014,5.876805,train,E4
587725491063292285,259.34263482,56.39597614,6.221453,train,E4
587725491063488809,259.77343784,56.00688658,7.455113,valid,E4
587725491064078644,260.49575004,54.71171738,3.412141,test,E4
587725492136968400,260.6758037,56.89891359,8.041695,train,E4
587725502873469085,256.25780773,58.26742159,5.04019,train,E4
587725504481657072,254.38882734,63.90090939,4.373624,train,E4
587725504484671811,259.07533135,57.37489453,4.186249,train,E4
587725505021149393,259.46376904,58.49255665,6.550563,train,E4
587725550654783750,114.94259939,38.09930043,4.972137,valid,E4
587725550658584808,121.14896931,45.5167534,6.875128,train,E4
587725550660616397,125.14372893,49.30506135,6.511603,valid,E4
587725550661730502,127.54718639,51.33882759,4.193718,train,E4
587725550667694253,145.36689796,60.71926765,7.350739,test,E4
587725550675361831,183.24748011,66.69806101,5.173884,train,E4
587725550675755177,185.7888926,66.69977082,7.916331,test,E4
587725551198208047,126.13853953,50.85970113,11.265073,test,E4
587725551199584429,129.3250418,53.25466594,13.143996,train,E4
587725551203647584,141.2465796,59.85177919,6.817507,train,E4
587725551205089407,146.80826986,61.79371067,8.553401,train,E4
587725551747137660,171.75300461,67.01062315,4.276824,valid,E4
587725551749955736,188.34428758,67.62806868,7.550029,train,E4
587725551754084489,211.46881572,65.31921562,5.066039,test,E4
587725552273457404,128.6101688,54.17898636,6.347748,train,E4
587725552276406337,137.05545176,59.00713645,11.02565,test,E4
587725552280469679,152.82989399,64.44525742,5.239288,test,E4
587725552287219773,190.66876612,67.89513419,8.734254,train,E4
587725552808165610,123.20548323,50.45922259,4.81774,test,E4
587725552810131669,127.75151206,54.00644246,10.0648,train,E4
587725552810524805,128.63855607,54.6367421,5.919796,test,E4
587725552814456981,140.34925337,61.15139238,8.371313,test,E4
587725552816423023,148.20479534,63.72851067,5.935705,train,E4
587725552821862484,176.99533051,68.28393219,4.562169,train,E4
587725575887192222,258.34360871,62.41906688,4.193602,train,E4
587725576423407829,257.95402163,63.90986584,5.522812,valid,E4
587725576426029262,261.57169254,58.17677631,9.585364,test,E4
587725576426946605,262.62407528,56.18064861,4.96911,train,E4
587725576427274506,262.86828774,55.45501833,5.807558,train,E4
587725578036904113,264.38823554,57.87644669,6.562265,train,E4
587725578038542664,265.75215322,54.26047509,7.267604,train,E4
587725589308309669,257.87351705,63.86606128,6.119186,train,E4
587725589845049505,258.32134157,64.19365932,6.199216,train,E4
587725589846687893,260.74670305,60.55930735,8.85798,train,E4
587725590386180411,264.53140379,54.89854642,5.382984,train,E4
587725590920888626,262.98173592,59.86109655,5.040618,train,E4
587725591459266761,265.0946855,56.61242321,6.268054,valid,E4
587725816410800326,169.36611663,65.73979113,4.598228,train,E4
587725816414797881,191.67831038,66.39328224,3.500996,test,E4
587725816419582131,216.43838247,63.08363956,4.914276,valid,E4
587725816425218249,236.40923824,55.1194234,7.070741,train,E4
587725817488670883,192.63210326,67.29494246,4.588895,train,E4
587725818028884158,211.446976,65.52454306,6.482733,test,E4
587725818036617464,239.99781857,54.58827556,4.658295,train,E4
