objid,ra,dec,petroR90_g,group,hubble
587722981742149756,184.79642204,-1.09375499,5.909348,test,E2
587722981748703487,199.75719568,-1.14417982,9.397291,train,E2
587722982285574398,199.75809827,-0.66221589,6.28204,valid,E2
587722982286819508,202.5580832,-0.64792481,6.562038,test,E2
587722982293766175,218.37600046,-0.81034133,5.224873,train,E2
587722982818971756,191.7083044,-0.2410498,7.544406,train,E2
587722982828605602,213.71537419,-0.29320897,11.348382,test,E2
587722983365869690,214.60926275,0.16939658,6.374966,train,E2
587722983365935319,214.80302678,0.00162681,4.859489,train,E2
587722983367115055,217.58210206,0.1191366,8.971279,train,E2
587722983372095824,228.90957028,0.17562478,5.766817,test,E2
587722983890157683,185.95272296,0.59653933,10.090961,train,E2
587722983892582623,191.54141909,0.50702127,3.953378,train,E2
587722983893434511,193.35188385,0.53124486,7.316329,train,E2
587722983902609591,214.36652643,0.48277548,15.687384,train,E2
587722983904182532,217.975836,0.51571741,8.024475,valid,E2
587722983910539400,232.48826072,0.49828159,8.528437,test,E2
587722984426438804,184.65040285,0.89375926,8.003297,valid,E2
587722984429912235,192.53580128,0.91619935,5.241877,train,E2
587722984431943826,197.17068584,1.02649437,7.997495,train,E2
587722984433254582,200.21202069,0.99742533,6.540988,train,E2
587724648181465285,175.85997617,-3.33057377,3.762551,train,E2
587724648181923856,176.8078701,-3.44182371,6.781371,train,E2
587724648189788277,194.80896857,-3.45012781,4.600791,train,E2
587724648192278691,200.55083717,-3.31983563,7.326701,train,E2
587724648717811873,174.54509761,-2.95636008,7.125373,train,E2
587724648719122520,177.61757973,-2.97209026,5.333765,valid,E2
587724648723710142,188.16098501,-2.99538657,6.129382,valid,E2
587724648726855838,195.35283795,-3.0370531,5.713209,train,E2
587724648729018532,200.23759497,-2.86660811,7.071052,train,E2
587724649263857833,195.58952728,-2.50169735,9.496351,test,E2
587724649798828189,191.27991992,-2.21313328,4.16853,valid,E2
587724650327441639,172.41120547,-1.80878072,11.270421,train,E2
587724650328227959,174.23137666,-1.74908943,14.726598,valid,E2
587724650328490153,174.79787725,-1.80664032,6.52796,train,E2
587724650328948817,175.86314809,-1.73072468,5.828043,train,E2
587724650329014315,175.93007315,-1.7767109,6.380229,train,E2
587724650331242619,181.0496938,-1.81404339,5.33572,test,E2
587724650867589261,179.80850149,-1.29867789,6.3227,train,E2
587724650872963167,192.09915316,-1.3776394,6.889657,train,E2
587724650875125936,197.10927705,-1.38147378,5.514444,train,E2
587725039016542322,176.25356874,-3.55153327,5.935179,test,E2
587725039022964846,190.95882407,-3.67358532,5.924361,train,E2
587725039024144469,193.6235107,-3.62887014,4.471144,train,E2
587725039553544246,176.51978127,-3.25484565,6.418368,train,E2
587725039554068598,177.85012817,-3.13573888,10.60038,train,E2
587725039560491203,192.41778342,-3.15043916,7.091816,train,E2
587725040091005141,178.00583853,-2.86936821,10.973105,train,E2
587725040096575673,190.64180515,-2.87998495,5.248176,train,E2
587725040626630786,175.09108951,-2.3291003,5.646943,test,E2
587725041171038336,192.24994997,-1.92702559,9.356353,train,E2
587725041172086924,194.67736529,-1.84803943,9.14464,test,E2
587725041430102143,170.84955296,-1.9607077,6.631136,train,E2
587725041710727369,198.82784605,-1.56893841,6.671694,train,E2
587725074995806408,147.73990326,0.15971121,3.929746,test,E2
587725075529793798,141.17592858,0.60980045,7.740963,train,E2
587725468525068430,139.89684228,55.11961297,9.483089,train,E2
587725469059055797,131.35562443,50.81246084,8.17361,train,E2
587725469059121348,131.58347916,51.03453421,6.410499,valid,E2
587725469062201449,140.2917048,55.71966577,6.219599,valid,E2
587725469064626305,148.60964989,58.97600414,7.937603,train,E2
587725469593567345,125.52071755,47.08619642,5.431655,test,E2
587725469595861120,130.88204005,50.97921456,4.88654,test,E2
587725469598482612,137.97911197,55.23763094,6.809166,test,E2
587725470131290340,127.09854862,48.81520701,8.185826,train,E2
587725470668685490,127.6036649,50.08193374,6.487465,test,E2
587725470670323838,131.56245155,52.75572463,4.850856,train,E2
587725470670979273,133.46262294,53.81274567,9.05661,train,E2
587725470674845810,145.65133714,59.60445799,6.214755,train,E2
587725472808435740,158.03324739,61.09185531,12.330602,train,E2
587725489989746881,258.00372913,55.79858512,11.473348,train,E2
587725490524193032,255.04741446,61.07965523,5.816238,valid,E2
587725490525372680,257.08990599,58.53207229,7.332139,train,E2
587725491061850141,257.2552888,59.62372243,8.955998,train,E2
587725492138541267,262.48378689,53.47738515,11.196723,valid,E2
587725503409619199,255.78307336,60.01049518,8.691901,test,E2
587725503947866407,258.60753198,57.15477784,6.804464,train,E2
587725504482640132,256.07024123,61.85031609,8.050742,test,E2
587725504486048109,260.93521229,54.39793013,5.130837,train,E2
587725505019117856,256.3067233,62.83307318,4.369224,train,E2
587725550140260409,193.38627802,66.0873401,11.445189,train,E2
587725550143995980,212.61072116,63.65973197,11.025187,train,E2
587725550654587276,114.71776081,37.81498758,8.048703,test,E2
587725550655373503,116.0292561,39.26919952,5.41622,valid,E2
587725550660616403,125.17297598,49.29087506,7.255759,valid,E2
587725550668742801,149.51337728,62.095408,5.488036,valid,E2
587725550670905474,159.27497576,64.5176002,6.632023,test,E2
587725550675755140,185.55544582,66.68618778,6.575501,test,E2
587725551197618399,124.89941322,49.8476116,10.038826,train,E2
587725551198208182,126.16776747,50.90362139,6.159618,train,E2
587725551201288210,133.99296466,56.06840607,6.748731,valid,E2
587725551732523239,120.56090168,46.29429216,5.933554,train,E2
587725551733309661,122.1369972,47.7929947,6.462067,train,E2
587725551741239434,143.49783201,61.15171086,7.233542,valid,E2
587725551743533195,153.03500736,64.11081528,6.620999,train,E2
587725551751987310,200.27434879,66.97354656,4.914708,test,E2
587725552269459744,120.02476758,46.75638549,8.006787,train,E2
587725552276406378,137.09043908,58.89963925,10.27903,train,E2
587725552285384778,179.5907264,68.00388361,4.662673,valid,E2
587725552286629973,187.11783319,67.99656698,5.416319,test,E2
587725552290431067,209.12642377,66.2207293,3.549396,valid,E2
587725552820486256,168.84817921,67.74700517,6.670055,valid,E2
587725552823107713,184.86632182,68.54226649,6.399912,valid,E2
587725552825860221,201.55438314,67.69225475,7.719846,train,E2
587725552826253426,203.79484366,67.34299501,9.875278,test,E2
587725575889289418,261.28165874,57.80736813,8.027162,train,E2
587725575889551376,261.38780412,57.27931541,4.27264,test,E2
587725575890141422,262.04047182,55.89983829,13.573621,train,E2
587725576423407771,258.30380882,64.02877603,5.282452,train,E2
587725578033955095,260.70587065,64.40280766,8.448906,valid,E2
587725578035396884,262.71374182,61.21493245,6.028013,valid,E2
587725578035790063,263.25834177,60.36722304,4.550038,train,E2
587725578037035262,264.3264835,57.58520741,7.350346,train,E2
587725589309817109,259.93776251,60.42127043,5.561236,train,E2
587725589310013700,260.41129,60.08230173,7.633992,valid,E2
587725589312307519,262.80763219,54.94081013,8.348713,train,E2
587725589845114917,258.37128818,64.04685803,16.024038,test,E2
587725589845115071,258.3332647,64.05680992,5.514259,test,E2
587725589846163681,260.27707627,61.80931576,5.349081,train,E2
587725589846622492,260.76767269,60.69980229,6.79589,train,E2
587725589846819068,260.83239418,60.32600835,7.797328,test,E2
587725590382313615,259.94808586,63.51285898,10.05759,train,E2
587725590386114958,264.22484617,54.97665627,5.541041,test,E2
587725775071281339,122.13884796,48.49843804,5.636654,train,E2
587725775071674590,123.17238048,49.20325134,5.10891,train,E2
587725816407982239,155.29080625,63.40251799,7.993709,train,E2
587725816415649939,196.53283424,66.11465288,6.007997,train,E2
587725816419057780,213.87573587,63.51855785,8.226778,test,E2
587725816955207849,210.83443092,64.62779973,7.718649,valid,E2
587725816962416766,237.84919093,54.87682334,3.42734,test,E2
587725817491751046,209.62469394,65.44212691,5.226231,train,E2
587725817496469664,229.61568353,59.72490026,7.438519,train,E2
587725817498960034,237.26670289,55.69376653,8.154385,valid,E2
587725817500074293,240.43819428,53.84216759,6.77361,valid,E2
587725818017546370,149.22151507,63.21718808,5.524464,train,E2
587725818020823176,164.92126176,66.63865109,8.175715,test,E2
587725818025934907,195.02129898,67.40699077,8.643389,valid,E2
587725818565296327,209.67995104,66.38584963,6.932956,valid,E2
587725818571194651,234.11168595,58.70984798,7.487189,train,E2
587725819092598938,154.10440683,65.46698715,3.861528,train,E2
587725979618443401,137.11660554,56.91922321,11.822895,test,E2
587725981225713777,126.40485497,52.14156627,4.147221,test,E2
587725982302142672,132.36293663,57.31789404,7.316577,train,E2
587725993040151019,254.28776289,39.48284372,10.263226,valid,E2
587725993577480493,255.23449697,38.81257838,5.95166,valid,E2
587725994110156817,248.95932278,47.29385255,7.102031,train,E2
587726013999349897,189.56903324,1.62025291,5.68335,valid,E2
587726013999677591,190.25504608,1.50968706,4.91296,train,E2
587726014000332911,191.68649082,1.46429266,7.093144,train,E2
587726014003478720,198.9940123,1.44833579,8.687459,train,E2
587726014010228929,214.32397858,1.22152981,10.932117,test,E2
587726014531698799,179.14617512,1.91338707,5.297277,train,E2
587726014532550834,181.0545379,1.90016163,6.306987,valid,E2
587726014544347384,208.13748545,1.67609733,5.525164,train,E2
587726014548607197,217.84292864,1.61146352,7.098573,test,E2
587726014553522481,229.02961164,1.27161914,4.832671,test,E2
587726015074598990,192.93779138,2.36977571,4.457694,train,E2
587726015083970900,214.43490892,2.06028032,4.554138,train,E2
587726015089869037,227.80242032,1.74271247,6.130205,train,E2
587726015616974966,205.4940218,2.71326058,10.161201,train,E2
587726015617892597,207.61604029,2.58199868,10.502856,train,E2
587726015625560436,225.23680147,2.15051804,9.001062,train,E2
587726015629230457,233.59646703,1.92523195,4.426473,valid,E2
587726015629295973,233.72918235,1.99574331,6.200097,test,E2
587726016161382575,222.73463349,2.80033479,4.043789,train,E2
587726016167411979,236.50428087,2.31087405,4.495846,test,E2
587726016680493129,182.15105664,3.70930867,13.610735,test,E2
587726016688685209,200.89320441,3.47966367,5.56368,train,E2
587726016690913510,206.071813,3.44253506,5.37175,test,E2
587726031166308546,160.62852053,1.22634992,6.936174,train,E2
587726031169257591,167.39545145,1.19191987,7.987836,train,E2
587726031171420243,172.31269749,1.271065,7.926772,train,E2
587726031171813543,173.16469632,1.23534884,7.733433,train,E2
587726031172468837,174.66458445,1.26476587,8.636577,train,E2
587726031172665472,175.10764556,1.30580733,3.771816,valid,E2
587726031184199758,201.43809054,1.23268935,8.619732,train,E2
