objid,ra,dec,petroR90_g,group,hubble
587724648184807582,183.52226288,-3.47207304,6.849233,train,E7
587726032250077307,183.53326997,2.08262947,7.226136,train,E7
587726033860821122,183.81372936,3.43493943,6.162215,test,E7
587729157894439035,198.7969447,3.84263861,5.766236,train,E7
587729409154744619,254.70479204,37.68571179,6.052446,train,E7
587729776915841362,233.84892002,-2.21228734,4.336262,valid,E7
587729777979555991,210.80497282,-1.90710229,5.798258,valid,E7
587729971791266054,227.13643972,-1.22929927,7.44427,train,E7
587731512080466052,45.2581012,-0.56142077,9.493567,train,E7
587731890578063473,179.58451378,57.27542975,7.294159,train,E7
587732050022695059,152.67956998,53.42086323,10.732326,test,E7
587732153646055533,154.3922299,46.31560842,7.924356,valid,E7
587733427624083651,223.18119866,52.93234897,6.667384,train,E7
587735661552730254,159.74938929,39.35815313,7.457515,train,E7
587736782534148242,243.57416853,31.63846456,9.457619,train,E7
587739295625248877,167.16715013,34.09784521,4.94222,valid,E7
587739609174704322,212.55997347,29.54418025,7.441913,test,E7
587741709413515469,159.1589041,25.4261411,6.786482,train,E7
587741726575951975,178.10454189,25.2344327,9.253203,train,E7
587742061089915121,225.90792644,17.13207569,6.226196,train,E7
587748930308538526,166.64473789,1.02734222,9.378356,train,E7
588009366399549531,139.64329087,52.81918163,8.12756,train,E7
588013383263191251,130.15447971,36.94386593,7.093826,train,E7
588017722257768589,191.67460396,43.3090055,7.944037,train,E7
588017977842139351,243.78901226,22.708074,8.08388,test,E7
588017991235928260,225.75850044,7.44688336,7.813854,test,E7
588295840709869669,170.68074143,48.45155646,7.819403,valid,E7
