objid,ra,dec,petroR90_g,group,hubble
587722981743198320,187.08245895,-1.12766972,5.481301,train,E3
587722981748965446,200.2913129,-1.20168168,3.54059,train,E3
587722981750669440,204.2234227,-1.0955498,5.825,test,E3
587722982284460121,197.20879913,-0.81731721,26.114828,test,E3
587722982285902085,200.48247435,-0.63868555,7.698207,train,E3
587722982290489533,210.89081572,-0.76794114,7.435701,train,E3
587722982290751667,211.47467423,-0.74541685,8.857888,train,E3
587722982291800248,213.92193208,-0.64771972,6.339069,train,E3
587722982298222892,228.58241868,-0.83206809,6.441825,train,E3
587722982298484955,229.1519934,-0.66744961,7.5611,test,E3
587722982299926855,232.50744736,-0.77824611,5.998299,train,E3
587722982819365056,192.6996089,-0.24023107,7.692604,valid,E3
587722982821068957,196.49335403,-0.37389301,4.585249,train,E3
587722982824935686,205.38905361,-0.4089114,7.440248,valid,E3
587722982825001020,205.55085092,-0.29379893,3.706284,train,E3
587722982832144516,221.85016906,-0.40305029,10.592667,valid,E3
587722982832668823,223.08090459,-0.26920906,5.378096,train,E3
587722983352696940,184.5939018,0.16744472,6.994044,train,E3
587722983353811110,187.15246857,0.19939638,4.538043,valid,E3
587722983360102595,201.53053785,0.16148348,5.493609,train,E3
587722983360102619,201.54314592,0.08554842,5.47318,train,E3
587722983362134316,206.16311653,0.04028191,5.886735,train,E3
587722983363313823,208.78578238,0.16289091,4.651342,test,E3
587722983368360227,220.37084234,0.02724157,6.364837,train,E3
587722983371112774,226.67071381,0.07675408,9.870569,train,E3
587722983371571401,227.62617835,0.19730632,3.687922,valid,E3
587722983892189332,190.52560421,0.55190684,5.40468,train,E3
587722983894483103,195.76395587,0.58030232,8.426993,valid,E3
587722983903985962,217.56060297,0.52524367,6.100779,train,E3
587722983904116948,217.76045984,0.55565673,5.664373,train,E3
587722983908704598,228.24732997,0.43133663,6.905098,valid,E3
587722983909359910,229.75979557,0.53566836,9.973928,valid,E3
587722983909818674,230.81808119,0.55491006,11.351933,train,E3
587722983911850238,235.417549,0.49047887,6.619411,train,E3
587722984432795828,199.14417335,0.95452642,4.26024,train,E3
587724648182710426,178.65408625,-3.4693957,4.581495,valid,E3
587724648184348825,182.42312198,-3.4514101,7.346539,train,E3
587724648189001901,193.02972945,-3.3478598,4.499062,valid,E3
587724648190378080,196.18179147,-3.45154474,6.566391,test,E3
587724648190378144,196.24285391,-3.32120991,7.467766,test,E3
587724648717615273,174.12413141,-3.03171862,10.47044,test,E3
587724648718532775,176.30777783,-2.99417265,7.465871,train,E3
587724648725217432,191.58397701,-2.93456047,8.934276,train,E3
587724648726921328,195.46083339,-2.89396988,6.905025,train,E3
587724649255207066,175.83225515,-2.57491053,4.500894,train,E3
587724649255534714,176.54388955,-2.65163429,5.003242,train,E3
587724649263792285,195.45509733,-2.59618625,4.488043,train,E3
587724649263857868,195.62914141,-2.57207222,4.551782,valid,E3
587724649264316514,196.62351298,-2.60262603,6.932344,valid,E3
587724649265299583,198.85806726,-2.55735306,6.927159,test,E3
587724649793388673,178.8330623,-2.21170987,5.056653,train,E3
587724649794371671,180.99661926,-2.10760215,7.337009,test,E3
587724649796272270,185.34476362,-2.1523306,6.848403,train,E3
587724649801252998,196.83190087,-2.21825264,4.645173,train,E3
587724650336026832,192.00973624,-1.66218548,4.925624,train,E3
587724650337140809,194.48159774,-1.73787419,8.976781,train,E3
587724650337206512,194.67528464,-1.65988979,6.688011,train,E3
587724650338386062,197.34379249,-1.71599032,6.096292,train,E3
587724650338779263,198.33247968,-1.76957514,8.940187,train,E3
587724650866475205,177.2893935,-1.38429045,3.703848,train,E3
587724650867851406,180.54369618,-1.38505042,6.509378,train,E3
587724650869096660,183.38681226,-1.32470196,7.782353,test,E3
587725039022375062,189.67684662,-3.62190438,10.200117,test,E3
587725039024078970,193.52194,-3.59122492,5.27719,train,E3
587725039025062098,195.81335096,-3.52346893,6.110975,test,E3
587725039025127571,195.94925389,-3.51283047,10.442466,valid,E3
587725039552364624,173.81483588,-3.11506809,9.902155,train,E3
587725039552561298,174.32477664,-3.16838034,7.923042,train,E3
587725039553413257,176.30340164,-3.11407633,5.922784,train,E3
587725039556296821,182.87201597,-3.19058737,9.879698,test,E3
587725039558066382,186.98251058,-3.28942533,6.222986,train,E3
587725039561015456,193.68841481,-3.1142566,11.760114,valid,E3
587725039561736435,195.38118462,-3.10045156,4.838709,train,E3
587725040094281940,185.4256104,-2.852314,5.998011,train,E3
587725040627220743,176.43418055,-2.3837345,7.229121,train,E3
587725040628596889,179.60612217,-2.44232625,5.64552,valid,E3
587725040631152784,185.43705971,-2.3989759,5.900381,train,E3
587725040631873693,187.10373942,-2.37694108,7.282495,train,E3
587725040632594444,188.65801696,-2.32159608,13.979026,train,E3
587725041163960435,176.09391526,-1.98697467,6.574527,train,E3
587725041164091475,176.39368802,-2.0282662,7.411899,train,E3
587725041164091491,176.4108026,-2.0109954,5.299927,train,E3
587725041164222619,176.74626657,-1.97164751,5.385843,train,E3
587725041164419228,177.20118034,-1.88437165,9.310458,train,E3
587725041164484723,177.36646265,-1.92476366,6.76061,train,E3
587725041165533325,179.77922106,-2.05169022,5.44805,train,E3
587725041166975007,183.03171585,-1.88613284,4.285267,test,E3
587725041167892689,185.14711904,-2.07228932,4.991802,valid,E3
587725041169727588,189.34950334,-1.98818726,3.55812,valid,E3
587725041174053038,199.19061695,-1.91373348,8.649187,train,E3
587725041700569190,175.47617859,-1.45588909,6.765339,train,E3
587725041701224615,177.08839921,-1.49376824,5.942448,test,E3
587725041704566883,184.65302771,-1.51681145,4.065651,valid,E3
587725041704697964,184.93259542,-1.55749099,7.327616,test,E3
587725041706401969,188.92261752,-1.55221179,4.795866,train,E3
587725041707712644,191.86188862,-1.53435691,3.359309,train,E3
587725041707843690,192.11215728,-1.48424099,4.352835,train,E3
587725041708695707,194.07492664,-1.58978804,3.758218,test,E3
587725041710399677,198.01856778,-1.4144176,5.729589,train,E3
587725041711251596,199.92717753,-1.49417192,6.612296,test,E3
587725073918787802,140.21921598,-0.767935,7.818698,train,E3
587725073921016071,145.43960594,-0.64520619,5.615635,valid,E3
587725074995675270,147.43911136,0.04682405,4.644216,valid,E3
587725075526189368,132.92163046,0.57247878,5.189743,train,E3
587725076068106284,144.43358779,0.9232248,11.849139,valid,E3
587725468524937421,139.56190829,54.91061373,6.440115,train,E3
587725469061283965,137.6290854,54.39470086,6.707618,train,E3
587725469061873873,139.2438229,55.36143006,6.346084,test,E3
587725469061939395,139.5624205,55.40317511,5.005466,train,E3
587725469062004883,139.76585011,55.42564246,9.63774,valid,E3
587725469064364202,147.71505381,58.65660634,4.518592,train,E3
587725470130831517,125.97930488,47.92050407,6.700561,train,E3
587725470131683471,127.84798539,49.49336778,7.845791,test,E3
587725470132469932,129.86440428,50.83377878,6.254548,test,E3
587725470134566985,135.07287626,54.33991894,9.680115,valid,E3
587725470134698179,135.67617651,54.5131503,4.141967,train,E3
587725470670848200,133.00205688,53.64085723,4.174057,valid,E3
587725470674190382,143.20260844,58.74937993,11.491013,train,E3
587725471204442328,124.67160037,48.3097837,5.227963,test,E3
587725471206146204,128.63298918,51.25554693,7.616892,train,E3
587725471209029830,136.33915992,56.04039058,3.216259,train,E3
587725474955067606,152.73272463,61.74955743,5.420408,valid,E3
587725489990009016,258.49357462,55.25894481,8.219868,train,E3
587725491598197018,257.22452307,60.77764663,6.933351,train,E3
587725491600425383,260.39578836,55.95465075,4.371094,test,E3
587725492136313126,259.94294411,58.23848313,9.105921,train,E3
587725492671152389,257.47441946,62.72208929,9.93753,test,E3
587725503409750321,255.8469176,59.65344428,9.589509,train,E3
587725504484212873,258.6121817,58.42258688,4.685096,train,E3
587725504485130285,259.70870908,56.49134013,6.020082,train,E3
587725505018200304,254.52656643,64.77337572,9.691441,test,E3
587725505560183097,262.56498703,53.75374185,10.025552,train,E3
587725550136000601,169.48503055,65.53822328,4.813885,test,E3
587725550141898797,202.2421279,65.32450424,9.061201,train,E3
587725550142226542,203.92574302,65.0966013,4.052224,train,E3
587725550143537298,210.66501445,64.13745847,7.797042,train,E3
587725550659764272,123.39445551,47.75320867,4.88069,train,E3
587725550660419817,124.73329304,48.96165164,5.959284,train,E3
587725550660550847,125.03747088,49.25503722,8.151874,train,E3
587725550661730541,127.75658385,51.31901138,8.0095,test,E3
587725550662779026,130.22459522,53.05397837,4.966081,test,E3
587725550665859254,138.83656627,58.12514993,10.359381,test,E3
587725550667563094,144.68972755,60.63069953,7.446457,valid,E3
587725550681718968,216.94138061,63.11148598,6.979099,train,E3
587725550681784490,217.24699801,63.13834983,7.707048,valid,E3
587725551197618445,124.91611848,49.87631699,14.587072,train,E3
587725551198797870,127.55235012,51.88049217,4.831787,train,E3
587725551202730165,138.36958864,58.51713362,6.965448,test,E3
587725551203909748,142.46220628,60.24851344,6.844419,train,E3
587725551210463402,173.06104339,66.79271639,5.38253,valid,E3
587725551212953734,187.64578077,67.24337042,4.930128,train,E3
587725551214395526,195.84200375,66.74505662,8.259994,train,E3
587725551215050876,199.5441352,66.42789037,17.321005,train,E3
587725551218065569,214.98210219,64.08890967,9.156856,train,E3
587725551733571776,122.65394575,48.29157457,9.50378,train,E3
587725551733571814,122.57271877,48.38022747,4.68569,test,E3
587725551734489331,124.35384186,50.04748724,4.188404,train,E3
587725551735865488,127.56276519,52.45172479,6.463966,valid,E3
587725551738355839,133.77874835,56.82736111,4.927754,valid,E3
587725551739142268,136.29256016,58.03300221,10.622133,test,E3
587725551739404447,137.23743643,58.38412974,10.165731,train,E3
587725551740059786,139.47222022,59.47247222,4.430434,valid,E3
587725551747203219,172.29746177,67.05131005,7.260092,train,E3
587725551747924132,176.18220028,67.44977308,5.05702,train,E3
587725551751921805,199.85753764,66.91277986,4.60782,train,E3
587725551752708208,204.16349013,66.42540476,4.03704,valid,E3
587725552274702482,131.90958577,56.24660701,6.181009,test,E3
587725552281059417,155.73351022,65.2008219,4.605709,valid,E3
587725552284205180,172.77000873,67.50103006,4.042038,valid,E3
587725552284532841,174.53338829,67.78677726,6.238289,test,E3
587725552288596111,198.89756987,67.39301847,7.273444,train,E3
587725552808493270,123.96322199,50.91902017,5.368826,valid,E3
587725552808886400,124.81607032,51.7120305,6.952534,train,E3
587725552809083011,124.99117764,52.10300185,5.599241,train,E3
587725552819175537,161.53171436,66.72577052,5.293976,train,E3
587725552821207225,173.34147118,68.10323785,7.163319,test,E3
587725552823959716,190.379356,68.46076373,6.729949,train,E3
587725575886012602,256.48494748,64.96564891,6.897642,valid,E3
587725575890141388,262.17492689,55.96458841,4.716457,train,E3
587725576424063235,259.10421796,62.46191888,4.14,test,E3
587725576427995358,263.64922158,53.90031542,7.606658,valid,E3
587725576960147659,258.80172628,64.31907278,5.659903,test,E3
587725576963555683,263.32277793,56.806021,4.904239,train,E3
587725577501671724,264.97312646,54.16273071,4.062015,valid,E3
587725589307850893,257.06400084,64.84816652,7.47943,test,E3
587725589845049612,258.27286868,64.09123729,6.254695,valid,E3
587725589845115037,258.34052763,64.06908127,7.080795,test,E3
587725590381723933,258.97405961,64.68672409,5.482423,train,E3
587725590382641323,260.31306417,62.78632799,8.32071,valid,E3
587725590383886527,262.14855133,60.08267815,9.834466,train,E3
587725590385918281,264.32631827,55.47478889,7.663803,train,E3
587725590919971011,262.04102441,61.92097079,6.386587,train,E3
587725591455006965,260.28257797,65.925226,9.394375,train,E3
587725773993476246,116.29724704,40.19760683,5.46925,train,E3
587725774530347146,115.75876245,40.48346743,9.014816,train,E3
587725774534410550,122.74283252,48.33742178,4.482064,train,E3
587725775066300891,114.05685156,38.82901709,4.477359,test,E3
587725775070363848,120.60144378,46.71686039,3.422945,train,E3
587725775603564853,113.92687916,39.76793604,3.632769,train,E3
587725775605596502,117.09381963,43.78047237,6.506693,valid,E3
587725816404705426,141.98363761,59.28257221,5.753017,train,E3
587725816406868121,150.13495104,62.21903149,6.994943,train,E3
587725816410734697,168.84432143,65.63128293,5.589262,test,E3
587725816414797912,191.9225684,66.41414599,6.053337,train,E3
587725816414863495,192.07066698,66.3908414,7.113129,valid,E3
587725816419516527,215.94100329,63.11741005,4.404249,train,E3
587725816421679234,224.87642877,60.45820195,6.534109,test,E3
587725816948195428,171.83965093,66.38091044,5.948107,train,E3
587725816949571687,179.63294578,66.88108536,6.16442,train,E3
587725816953635012,202.89662553,65.82995406,7.904085,train,E3
587725817479823554,146.25613596,61.86992038,5.395098,valid,E3
