objid,ra,dec,petroR90_g,group,hubble
587722981741625545,183.5668128,-1.13589456,6.268754,train,E1
587722981745098894,191.50576289,-1.07320013,8.210134,train,E1
587722981745230031,191.76845219,-1.21476953,4.040918,valid,E1
587722981745361071,192.09307972,-1.1709462,6.521426,train,E1
587722981745492006,192.39745448,-1.05926786,7.151295,valid,E1
587722981748047990,198.14058186,-1.09187545,5.481828,valid,E1
587722981748572353,199.45458759,-1.20375779,9.085848,valid,E1
587722982278758580,184.20460114,-0.7417948,15.212095,train,E1
587722982281642176,190.78950114,-0.78370511,9.762815,test,E1
587722982283346153,194.64537906,-0.71145886,8.764482,train,E1
587722982284525759,197.37636458,-0.64458093,7.54231,train,E1
587722982285312200,199.13319776,-0.81435232,5.227158,valid,E1
587722982285836460,200.29639978,-0.71900232,6.288136,test,E1
587722982286360622,201.48375592,-0.70239355,3.019877,train,E1
587722982288457791,206.2552075,-0.82326243,6.229826,test,E1
587722982289965171,209.67523388,-0.65800802,11.113002,train,E1
587722982291603595,213.47281556,-0.75754864,6.832651,train,E1
587722982292652177,215.85060574,-0.76445278,6.715055,test,E1
587722982293045429,216.72046013,-0.734437,4.9211,train,E1
587722982293242003,217.16033334,-0.8306571,8.288331,test,E1
587722982294618357,220.43594773,-0.82699578,6.244765,train,E1
587722982298550739,229.35780953,-0.64012614,5.9371,train,E1
587722982299926764,232.44322828,-0.77079374,5.15493,train,E1
587722982300516593,233.79045618,-0.66389192,13.651777,train,E1
587722982815957103,184.83688992,-0.2415394,5.327054,train,E1
587722982816088280,185.17863157,-0.29002542,5.5917,train,E1
587722982818054327,189.67864124,-0.33139555,4.689728,valid,E1
587722982818250860,190.06231605,-0.22534916,6.292509,train,E1
587722982821920961,198.50113597,-0.35065762,6.566361,train,E1
587722982826180641,208.18598827,-0.25726262,6.830363,test,E1
587722982827622508,211.59486242,-0.22366437,10.1785,train,E1
587722982828343454,213.2087393,-0.29579883,9.666999,train,E1
587722982834438583,227.1336675,-0.28598721,6.157845,valid,E1
587722982835224887,228.85190669,-0.34017977,6.128486,valid,E1
587722982836863293,232.59935281,-0.33896213,10.600351,train,E1
587722983352041676,183.15344271,0.1938194,6.201512,train,E1
587722983352959073,185.13673054,0.07150899,9.584965,test,E1
587722983353876616,187.25946946,0.20005275,8.326436,train,E1
587722983355384011,190.66681128,0.15721292,6.716836,train,E1
587722983355777219,191.64371995,0.12887326,8.438556,train,E1
587722983358464224,197.7628945,0.05218017,4.532673,valid,E1
587722983361085535,203.79521019,0.20722834,7.307558,test,E1
587722983368229192,220.05761279,0.01084985,9.575003,train,E1
587722983369474453,222.89799717,0.09788839,6.935333,train,E1
587722983370588250,225.43850352,0.00847839,15.731204,train,E1
587722983373537524,232.14866218,0.11895342,5.399168,train,E1
587722983889502359,184.47250684,0.54956118,9.953119,valid,E1
587722983890681962,187.06734416,0.45194974,5.612342,test,E1
587722983891468452,188.96787479,0.57892361,5.913952,train,E1
587722983892254910,190.73388861,0.54852615,7.997447,valid,E1
587722983893369033,193.30823735,0.52524118,6.968066,test,E1
587722983894155438,195.12267396,0.59889621,7.81081,train,E1
587722983900905722,210.464124,0.52560975,5.393216,valid,E1
587722983901495420,211.79976127,0.52020689,6.781937,valid,E1
587722983902674959,214.45214764,0.51094782,5.806337,train,E1
587722983904575520,218.81406957,0.56375921,5.975295,test,E1
587722983908573308,227.97120048,0.62032883,7.661105,train,E1
587722984426897556,185.66703292,0.93813411,8.598244,train,E1
587722984427225181,186.34810539,0.99584942,7.633764,train,E1
587722984427749513,187.53351392,1.03378267,5.40166,train,E1
587722984427880569,187.92181069,0.95924893,8.595659,valid,E1
587722984428732553,189.76761024,0.97118002,9.825004,train,E1
587722984432009339,197.24160439,0.90757055,5.465409,train,E1
587722984432795748,199.08392332,0.86328499,6.359343,train,E1
587722984432992374,199.51886245,0.93953761,4.204392,test,E1
587724648180089001,172.60988009,-3.34272793,8.068275,test,E1
587724648182579349,178.3518424,-3.41504284,5.210837,train,E1
587724648185856100,185.88611126,-3.36075559,9.514411,train,E1
587724648716501160,171.63244221,-2.918494,7.094417,train,E1
587724648716632181,171.85497831,-2.98694547,8.781268,test,E1
587724648718598168,176.39170933,-2.95030341,7.719198,test,E1
587724648720498866,180.80904061,-2.95312957,6.211275,train,E1
587724648720957632,181.84263738,-3.12379996,6.209012,train,E1
