OBJID,RA,DEC
587730773888794890,00:00:38.69,+14:35:48.2
587727221413904560,00:03:25.64,+14:28:37.7
587730772815446262,00:03:58.80,+13:43:28.6
588015508732969059,00:04:06.01,-00:13:33.4
587731186741346415,00:04:52.36,+00:21:06.2
587727226764460180,00:05:31.73,-09:35:01.3
588015508196294817,00:06:03.91,-00:43:37.1
587731185667735754,00:06:35.73,-00:34:15.9
587731185130995898,00:07:25.10,-00:51:46.2
587730772815839344,00:07:38.00,+13:55:46.8
587731185667997882,00:08:47.86,-00:37:30.4
587727178987339822,00:09:04.74,-10:19:25.9
588015509807366248,00:10:12.70,+00:29:38.4
587731186205065344,00:10:39.34,-00:03:10.4
587727226765049986,00:11:00.16,-09:37:28.2
588015509807431861,00:11:08.98,+00:34:26.5
588015508733821094,00:12:08.63,-00:14:39.9
587731186742132985,00:12:35.48,+00:13:54.1
587727225154764940,00:13:45.19,-10:56:11.6
588015508734148754,00:15:09.48,-00:21:59.5
587731186205655240,00:16:10.24,-00:04:05.6
587730774427500730,00:17:34.86,+15:05:25.0
587727225155354763,00:19:09.98,-10:53:08.7
587727225155354652,00:19:20.84,-10:56:38.8
587727180062195851,00:19:36.41,-09:26:43.3
588290882176417925,00:22:19.38,+16:06:20.9
588015507661389943,00:24:16.24,-01:06:36.2
588290880566132939,00:24:52.24,+14:48:04.2
587727178452500610,00:28:22.62,-10:40:36.8
588015508735721557,00:29:21.55,-00:22:50.4
587731187280969914,00:30:12.18,+00:41:13.9
587727225156730966,00:31:56.77,-11:00:56.9
588015510346662008,00:32:15.70,+00:54:22.2
587727226767343762,00:32:28.94,-09:34:38.0
588015510346858598,00:33:59.83,+00:57:09.3
587731187281494216,00:35:14.54,+00:41:45.5
587724231563477157,00:35:46.93,+13:59:01.5
587727226230931521,00:36:28.92,-10:06:22.2
588015509273575602,00:38:28.13,+00:07:20.8
587727225694388294,00:39:20.13,-10:28:55.5
588015510347448339,00:39:34.83,+00:51:35.9
587731186745213014,00:40:13.35,+00:20:42.0
588015508736966677,00:40:37.85,-00:19:50.4
588015508737097743,00:41:49.30,-00:24:37.4
587727180064620686,00:42:05.03,-09:32:04.0
587727177917202487,00:42:48.27,-11:10:38.9
588015509274099894,00:43:25.92,+00:11:54.1
587724232101199896,00:43:32.39,+14:20:33.2
588015509274165442,00:43:47.43,+00:03:34.6
587724198276038851,00:44:42.40,+14:42:10.9
587724198276169809,00:45:22.30,+14:34:00.0
587724232638464033,00:47:19.39,+14:42:12.6
587724234249076842,00:47:30.25,+16:08:13.0
587727227843182728,00:51:16.78,-08:41:39.3
587727225695698974,00:51:25.77,-10:26:44.6
587727227306311792,00:51:44.26,-09:15:03.9
587724198276890723,00:52:27.92,+14:31:06.0
587731185672978628,00:54:24.56,-00:31:52.1
587724232102510722,00:56:02.00,+14:13:49.3
587727226233094186,00:56:42.66,-09:54:49.9
588015507664994422,00:56:56.90,-01:12:42.7
587727225696288894,00:57:21.30,-10:28:27.1
588015509812674591,00:58:48.86,+00:35:14.1
587731185136631935,00:59:18.11,-00:56:53.6
587731512604426317,01:02:32.61,-00:09:43.8
587727178993107146,01:02:39.14,-10:05:17.4
587724232103297136,01:03:12.89,+14:14:03.0
587727225160138847,01:04:00.42,-10:49:01.2
588015509813395626,01:05:29.53,+00:30:34.7
587731512067948689,01:06:11.57,-00:37:01.1
587731511531077771,01:06:17.47,-00:55:06.6
587731512605016208,01:08:27.47,-00:05:15.6
587731514216087624,01:12:42.11,+01:08:39.2
587731512605540489,01:13:01.97,-00:06:52.8
587727225161187431,01:13:36.75,-10:34:45.7
587731513142542409,01:13:55.46,+00:24:43.0
587731513679413352,01:14:15.79,+00:45:55.2
587724233178284101,01:15:08.33,+14:54:03.4
588015509814575264,01:16:23.62,+00:26:44.9
588015509277769830,01:16:53.59,+00:09:11.3
587727225698451601,01:17:18.19,-10:07:56.7
587731513142935703,01:18:01.96,+00:18:52.1
587727226772324463,01:18:29.03,-09:21:24.4
587731512606261385,01:19:22.89,-00:07:09.9
587731514217070815,01:21:10.43,+01:09:45.0
587731511532847214,01:22:23.78,-00:52:30.7
587724232105525367,01:24:11.29,+13:49:12.7
587727180606079051,01:24:31.22,-08:41:22.7
587727180069208175,01:24:39.56,-09:03:21.2
587731513143722101,01:24:55.22,+00:12:41.7
587724233179529386,01:27:09.53,+14:46:34.6
587731514217726115,01:27:14.63,+01:09:12.0
587724197207015534,01:28:46.77,+13:17:14.4
588015508205469863,01:29:59.31,-00:38:00.3
587724198817825040,01:30:57.73,+14:26:11.4
588015508205797426,01:33:01.98,-00:41:23.4
587731511534158003,01:34:48.75,-01:01:16.6
588015508206059621,01:35:27.84,-00:44:47.9
587727229984964656,01:35:51.09,-10:00:10.7
587727180070584389,01:37:03.55,-09:00:24.3
587724233180643460,01:37:20.99,+14:27:46.5
587727230522032238,01:37:22.00,-09:33:31.7
587731512608227474,01:37:35.52,-00:08:06.7
587731513682100358,01:38:30.88,+00:40:20.2
587731512608358421,01:38:40.64,-00:09:33.6
587731512608424057,01:39:31.77,-00:01:52.7
587731512071684179,01:40:25.38,-00:27:31.4
587727177923428419,01:40:58.11,-10:31:08.1
588015507669844126,01:41:17.76,-01:03:55.3
587731511534944448,01:41:52.13,-01:01:27.2
587727231059558503,01:43:08.10,-08:59:28.8
587731513145884796,01:44:46.52,+00:16:20.3
587731513145950343,01:45:12.17,+00:21:22.7
587727180072026195,01:50:38.49,-08:45:49.1
587727229986603140,01:51:07.90,-09:47:31.3
588015508207763684,01:51:12.94,-00:43:59.5
587724197746311361,01:51:29.92,+13:07:54.2
587727232134283402,01:52:30.52,-08:09:06.4
587731511536124049,01:52:32.19,-00:59:02.0
587727177924739178,01:52:48.68,-10:22:44.8
587724233719218375,01:53:39.78,+14:37:25.8
587727229986996271,01:54:42.72,-09:46:58.6
587727229986996425,01:54:48.51,-09:40:08.9
587724197746704505,01:54:57.88,+13:01:31.2
587731513683935362,01:55:15.43,+00:43:08.8
587727229987192931,01:56:19.29,-09:41:46.7
587731512610324707,01:57:00.58,-00:05:23.5
587727178999005237,01:57:30.45,-09:27:44.5
587731512073715869,01:59:15.27,-00:36:08.0
587727179536203780,02:00:03.60,-08:55:07.1
587731514221658235,02:03:09.24,+01:09:04.7
588015508209336477,02:05:19.49,-00:43:24.7
587724232646852733,02:06:05.96,+13:17:06.8
587724199895564295,02:08:24.98,+14:20:58.4
587731513685377197,02:08:53.02,+00:47:12.6
588015508209795310,02:09:39.45,-00:45:06.1
587731511538090144,02:10:35.55,-00:56:15.4
588015508746993889,02:12:42.81,-00:21:51.0
588015508747845889,02:20:21.00,-00:21:00.6
587731513150210157,02:24:01.33,+00:15:08.1
587731513150210256,02:24:32.50,+00:12:46.9
587731513150603450,02:27:48.90,+00:15:02.9
587724241224663154,02:28:59.18,-08:30:55.9
587731513687736421,02:29:58.35,+00:42:22.1
587731512614125751,02:31:41.18,-00:02:53.8
587731512077713602,02:35:54.65,-00:36:11.0
588015508212809873,02:37:20.24,-00:44:54.6
588015509823619165,02:38:40.13,+00:29:03.2
587724240689037353,02:40:16.12,-08:46:37.0
587727179003658263,02:40:19.50,-08:30:48.6
588015509823815819,02:40:43.88,+00:31:37.3
588015507676463218,02:41:39.18,-01:14:21.0
588015510360883259,02:42:27.26,+01:02:14.4
587724241226170416,02:42:59.82,-08:17:22.2
587727179003985989,02:43:35.24,-08:25:17.2
587727179004117118,02:44:38.20,-08:18:50.6
587731514226835568,02:50:24.45,+01:04:50.8
587727179004772430,02:50:34.19,-08:21:07.4
587731513690095737,02:51:54.59,+00:39:53.3
587727179541905519,02:52:45.02,-07:52:22.0
587727178468229174,02:53:36.30,-08:38:52.5
588015510362193934,02:54:14.56,+01:01:44.9
587724240690675821,02:55:46.53,-08:24:31.6
587731512616878087,02:56:22.03,-00:09:12.0
588015510362390600,02:56:27.13,+00:52:32.7
587731511543464101,02:59:25.26,-01:00:18.3
587727179005755543,02:59:37.19,-08:07:20.0
