objid,ra,dec,hubble,group
J15525543+00430487,238.23096,0.718019,E2,test_expert
J11012200-01082489,165.34167,-1.140247,E2,train
J11253507-00460566,171.39612,-0.768239,E2,train
J12164910-00443047,184.20458,-0.741797,E2,train
J14122485-00495526,213.10354,-0.832017,E2,valid
J15105576-00192474,227.73233,-0.323539,E2,train
J15202455-00133082,230.10229,-0.225228,E2,valid
J15291273-00150792,232.30304,-0.2522,E2,train
J12082351+00063695,182.09796,0.110264,E2,train
J14301970+00070890,217.58208,0.119139,E2,train
J13300696+00303456,202.529,0.5096,E2,test_expert
J14172796+00285800,214.3665,0.482778,E2,valid
J15222193+00314366,230.59137,0.528794,E2,train
J15325803+00262664,233.24179,0.440733,E2,train
J11053602+00524030,166.40008,0.8778610000000001,E2,train
J10010954-00044624,150.28975,-0.079511,E2,train
J10105799-00301015,152.74161999999995,-0.5028189999999999,E2,train
J10360561-00310783,159.02337,-0.518842,E2,test_expert
J14505550-00293256,222.73125,-0.492378,E2,valid
J09554888-00054965,148.95367,-0.097125,E2,test_expert
J10392045-00120089,159.83521000000005,-0.200247,E2,train
J11073737-00013809,166.90571,-0.027247000000000004,E2,train
J12445738-00023529,191.23908,-0.043136,E2,test_expert
J15090103-00095724,227.25429,-0.1659,E2,train
J09283301+00173139,142.13754,0.292053,E2,train
J10494116+00214715,162.4215,0.363097,E2,train
J12551657+00144881,193.81904,0.246892,E2,train
J14175960+00160272,214.49833,0.267422,E2,test_expert
J15164021+00150191,229.16754,0.250531,E2,train
J09332937+00393290,143.37237,0.659139,E2,test_expert
J09440502+00440072,146.02092,0.733533,E2,test_expert
J11255859+00491739,171.49412,0.8214969999999999,E2,train
J15332178+00464314,233.34075,0.77865,E2,valid
J10422272+01073485,160.59467,1.126347,E2,test_expert
J01125957+15292864,18.24821,15.491289000000002,E2,test_expert
J01310476+13385882,22.76983,13.649672,E2,train
J00515728+14334840,12.98867,14.563444,E2,train
J01201210+14334065,20.050420000000006,14.561292000000002,E2,valid
J02133766+13274151,33.40692,13.461531,E2,train
J02045575+14005534,31.232290000000006,14.015372,E2,test_expert
J00505942+15532355,12.74758,15.889875,E2,train
J01112480+15342318,17.85333,15.573106,E2,train
J01130283+15313877,18.26179,15.527435999999998,E2,train
J01385476+15011770,24.72817,15.021582999999998,E2,test_expert
J01424742+13105001,25.69758,13.180558,E2,test_expert
J02032657+12352114,30.86071,12.589206,E2,train
J01102451+14123876,17.602120000000006,14.210767,E2,train
J01110831+14132208,17.78462,14.2228,E2,train
J01462980+13570952,26.62417,13.952644,E2,train
J01504648+13412762,27.69367,13.691006,E2,train
J01023830+15100655,15.659579999999998,15.168485999999998,E2,train
J01200200+14513978,20.00833,14.86105,E2,valid
